,index,Y_01
206,99,1.9446497955010227
207,123,1.9133494791666665
208,14699,1.9640510358767054
209,14705,1.851382456140351
210,33231,1.8872686409307244
211,33234,1.8403720803910917
212,16668,1.9514495926680242
213,16666,1.9514495926680242
214,9728,1.8408536519142003
215,9728,1.8408536519142003
216,32738,2.031616186091592
217,32753,2.154344658024139
218,12431,1.9830064935064935
219,12424,1.8306854178044785
220,11166,2.165428000887508
221,11213,1.9305841711781386
222,14799,1.8370263945578231
223,14798,1.8370263945578231
224,32746,1.8350879869245436
225,32741,1.8447380113790302
226,9886,1.8139801543550167
227,9879,1.8139801543550167
228,26240,1.911691345151199
229,26247,1.911691345151199
230,15647,2.0959516391536854
231,15650,2.0268585318424894
232,16547,1.876317189994678
233,16566,1.8213999451001923
234,30881,1.9147957325006506
235,30892,1.8326590289143483
236,26592,1.86934544483035
237,26590,1.8423353228431905
238,19794,1.955413766827534
239,19782,2.0718979688238073
240,37750,1.8786287536539996
241,37711,1.8044932114159047
242,36321,1.852858683926645
243,36334,2.021043181263723
244,9490,1.9511851285968933
245,9486,2.036075398743354
246,9909,1.909021409921671
247,9933,1.8538091644204853
248,12976,1.895997895290713
249,12988,1.8074998616874136
250,27445,1.9419533930857877
251,27449,1.9419533930857877
252,37253,1.8282920426579163
253,37238,1.8992599789915965
254,4261,2.045069935111752
255,4262,1.820427355122219
256,9832,1.878244019138756
257,9852,1.9838022471910113
258,3281,1.8874442094130088
259,3264,1.8064965402712427
260,17909,2.0274867557715672
261,17907,1.820427355122219
262,1862,2.094143888242142
263,1882,1.8139862183020947
264,38058,1.8312235872235871
265,38080,1.8910970976253296
266,12508,1.8960947119179163
267,12504,1.9610475949367088
268,23783,1.8099994475138121
269,23765,1.8595470177324018
270,20897,1.8134888337468982
271,20878,1.8346316076294278
272,27584,1.8893608029582671
273,27560,1.9194549701531274
274,36337,1.8792454835281616
275,36334,1.8243847629487533
276,7855,1.8581823070717935
277,7848,1.8581823070717935
278,15568,1.839994566693833
279,15566,2.715
280,4950,2.0445732147150757
281,4961,1.9459580991313234
282,15549,1.9624740703263346
283,15564,1.839994566693833
284,32452,1.8292921563268654
285,32460,1.8727466666666668
286,25465,1.9909099950273499
287,25461,1.9909099950273499
288,7914,1.8939199157007376
289,7916,1.8643193997856378
290,14491,1.859602364320258
291,14479,1.8520021586616298
292,21704,1.8685431702753277
293,21704,1.8704138851802405
294,24680,1.8341727991278276
295,24690,1.9247347994825357
296,9117,2.045708793849111
297,9143,1.9382238193018482
298,35700,1.8760021293585307
299,35696,1.887988369019297
300,5743,1.814488839900799
301,5727,1.8505698082635702
302,33992,2.0468427370948383
303,33986,1.888446088794926
304,24694,2.715
305,24695,2.715
306,33792,1.88569613552144
307,33774,1.8586559139784946
308,17054,1.9093519582245433
309,17052,1.9923249689440992
310,5421,2.261684363334716
311,5463,1.8179730473047304
312,5874,1.8214394729618446
313,5886,2.0679981047145226
314,24538,1.9796760140210312
315,24556,2.0087579931136252
316,35784,1.8967390846922674
317,35784,1.8967390846922674
318,20347,1.96933131771227
319,20331,1.8184690679131152
320,30274,1.8610759731543625
321,30274,1.8610759731543625
322,7752,1.8728154666666665
323,7750,1.9508045859872611
324,33315,1.839058439793422
325,33318,1.839058439793422
326,14134,1.9039690937663696
327,14140,1.9039690937663696
328,3409,1.8615485775630702
329,3410,1.8912765171503956
330,23774,1.8438915695310383
331,23782,1.8438915695310383
332,35278,2.508720638153428
333,35251,1.8477392480389503
334,18800,1.8134965536255858
335,18800,2.5674273311897107
336,20355,1.96933131771227
337,20358,1.9516557168321875
338,9738,2.0244739405747687
339,9738,2.0244739405747687
340,29323,1.836632008709853
341,29388,2.035294146105467
342,33758,1.8695442158696232
343,33772,1.810499861916598
344,19503,1.9810958218664
345,19520,1.938505133470226
346,23187,1.8199648351648352
347,23172,1.874282973621103
348,11901,1.9085642633228839
349,11912,1.9884612702366127
350,14804,1.8453737811484294
351,14811,1.8611307382550335
352,23710,2.0537733142037307
353,23678,1.865379753615426
354,4635,1.881710798620324
355,4630,1.8501782820097246
356,25576,1.8752149134487353
357,25592,1.8752149134487353
358,23357,1.9423897567221513
359,23346,1.8840190779014307
360,19017,1.8789327664097795
361,19016,1.9108019827811116
362,22929,1.8876996298254891
363,22911,1.9632291350531108
364,28813,1.8410274232962258
365,28823,1.8209555189456343
366,38002,1.8501782820097246
367,38016,1.863493833780161
368,37278,1.88861733615222
369,37253,1.8104987572493785
370,9632,1.93329763130793
371,9629,1.93329763130793
372,27783,1.8919092587707729
373,27800,1.8919092587707729
374,31376,1.896926354550237
375,31376,1.896926354550237
376,25864,2.7195
377,25784,2.072978974722419
378,20591,1.8179862486248624
379,20579,1.8179862486248624
380,7075,2.054039693926351
381,7067,2.054039693926351
382,36596,1.9939399205561072
383,36598,1.84877967018113
384,5739,1.8159950440528636
385,5762,1.947690579525147
386,25869,1.8859422975119111
387,25933,1.8497400702512834
388,3050,1.8706093457943926
389,3057,1.8960163157894738
390,29621,1.826400218998084
391,29624,1.8677924578764376
392,36397,1.8069800774764804
393,36384,1.9220243649559356
394,31235,2.052534705600766
395,31211,1.8649665148673986
396,3085,1.9663337541024992
397,3070,1.8376599564744287
398,27723,1.8781483647965966
399,27727,1.9868049875311722
400,29702,1.991294702810246
401,29639,2.107040443725445
402,1999,1.82838501503965
403,2005,1.8550495689655173
404,33828,1.8234505072662461
405,33839,1.8837137556321233
406,36146,1.8502603997839007
407,36172,1.8850995762711866
408,4948,2.047122748018256
409,4927,1.8702029914529914
410,19220,1.8219648737650933
411,19258,2.0196930596285436
412,36666,2.011793713163065
413,36667,2.0706900141978233
414,16817,1.8229555677454745
415,16816,1.8617112184648417
416,7803,1.8259211391018622
417,7800,1.8371994557823128
418,32289,2.0791197928924454
419,32283,1.8219648737650933
420,2574,2.0208713064713066
421,2573,1.8697333689553834
422,31085,1.9491244897959183
423,31144,1.9491244897959183
424,4683,1.864550911039657
425,4682,1.864550911039657
426,20376,1.9092243405588927
427,20375,1.9435382646531865
428,1055,1.988031896336905
429,1053,1.988031896336905
430,4805,1.8164965593173683
431,4806,2.004617661568821
432,28993,1.9029169069462646
433,28996,2.2987348010502933
434,32432,1.823955592105263
435,32442,1.9332577903682717
436,1001,1.8674398073836276
437,994,1.9151509630400834
438,38142,1.869323890967397
439,38124,1.8531796116504853
440,28052,1.8084766380978714
441,28049,1.8084766380978714
442,20903,1.83331333515135
443,20901,1.890245576973858
444,20942,1.8464455874390906
445,20936,1.8464455874390906
446,16123,1.9389194045174538
447,16123,1.9389194045174538
448,23838,1.8679689756619418
449,23849,1.847928590749256
450,31897,1.969355180236955
451,31893,1.9121272490221644
452,1261,1.8244604001096192
453,1278,2.065322565320665
454,16813,1.9085320094068463
455,16814,1.9085320094068463
456,12522,2.0499150875509717
457,12534,2.0499150875509717
458,4978,1.8362711679825756
459,4979,1.8362711679825756
460,18804,1.8134965536255858
461,18819,2.0185675146771036
462,14976,2.0376775441140924
463,14981,1.8665524625267669
464,32602,1.848411032990806
465,32599,1.904016767094577
466,15446,1.9576917999492258
467,15444,1.8637646112600534
468,36502,1.834333060779504
469,36502,1.829907650273224
470,2833,1.9828427106776692
471,2830,2.0235175609756095
472,17348,1.9184951935567678
473,17300,1.8084600497649987
474,7903,1.8680256753142552
475,7888,1.8094689140646585
476,31204,1.966581313131313
477,31193,1.8274396716826267
478,2548,1.8590059139784947
479,2540,1.8590059139784947
480,12517,2.0505520383693043
481,12511,2.0505520383693043
482,24253,2.059613257033858
483,24243,1.834333060779504
484,20327,1.8333515134987728
485,20321,1.9707813602015114
486,3528,1.820493271079374
487,3550,1.836292948543425
488,13468,1.971200201460589
489,13437,2.0592377772477937
490,14891,1.8732058666666667
491,14884,1.8174998624484182
492,23928,1.8249649315068492
493,23937,1.810980121479845
494,21249,1.918940779220779
495,21256,1.9095346043353354
496,35085,2.0010140984417513
497,35095,1.8204965668772317
498,5415,1.911887323943662
499,5422,2.2671352246841994
500,20889,1.8134888337468982
501,20924,1.847996754124966
502,27644,1.8576174334140438
503,27640,1.8576174334140438
504,12337,1.8742068230277185
505,12303,1.8895672391017175
506,31607,1.8475129870129872
507,31606,1.9274841044197468
508,23510,1.90963593627579
509,23523,1.8484802595997836
510,14884,1.9380169535062934
511,14888,1.8737371367635298
512,9108,1.813991179713341
513,9112,1.813991179713341
514,16730,1.8294277124897513
515,16730,1.833368966457595
516,2977,1.8194987633965376
517,2972,1.8194987633965376
518,157,1.9141328470955978
519,177,1.9953328369322412
520,32550,1.9132353401094606
521,32531,1.9462638036809814
522,24286,2.060255542312276
523,24277,1.8685540106951868
524,33626,1.91063847559384
525,33639,1.91063847559384
526,16688,1.8284506426032265
527,16662,1.8129801434087147
528,29000,1.9425037150909557
529,28994,1.905664397905759
530,32634,1.8392715411796683
531,32634,1.8392715411796683
532,18672,1.9472687787429739
533,18656,1.9472687787429739
534,38426,1.8681358652046005
535,38423,1.831907751091703
536,10870,1.8363332425809964
537,10882,2.073943748522808
538,36131,1.8324005457025918
539,36136,1.8528578365254922
540,1940,1.823986293859649
541,1937,1.823986293859649
542,9528,1.883619830328738
543,9509,1.9575728796343321
544,23919,1.8259731653888278
545,23919,1.969857322914041
546,1286,2.083131109022556
547,1278,2.067261333966295
548,6255,1.8254768556559846
549,6257,1.8254768556559846
550,7946,1.9664864864864868
551,7950,1.8662404283801877
552,21175,1.9390213093709885
553,21186,1.9390213093709885
554,15610,2.111818726937269
555,15611,2.111818726937269
556,31277,1.8826891246684354
557,31271,2.004043950617284
558,4801,1.8164965593173683
559,4802,1.8737979205545188
560,5729,1.919163116883117
561,5744,1.8159950440528636
562,20380,1.9464043967280165
563,20364,1.8149911845730027
564,35804,1.8859422822345777
565,35810,1.8456050920910074
566,27240,1.8938745387453872
567,27216,1.8309339158929547
568,29872,2.058147086914995
569,29862,1.8299453551912568
570,9870,2.047117095455638
571,9886,1.8139801543550167
572,22968,1.8920316622691293
573,22978,1.809944751381216
574,20502,1.9474092999489012
575,20517,1.8495135135135132
576,12606,1.8624845720418568
577,12595,2.0551196172248805
578,30731,1.9338964718001548
579,30732,1.8984647739221872
580,11510,2.0054576856649398
581,11509,2.0054576856649398
582,3408,1.8662918340026775
583,3410,1.8662918340026775
584,13142,1.8289557135046475
585,13119,1.844661246612466
586,34991,2.11108239095315
587,34995,2.11108239095315
588,27885,1.8119646799116997
589,27883,1.8119646799116997
590,28980,1.8388036976617728
591,28969,1.8388036976617728
592,29079,1.8961726770202685
593,29064,1.8436876355748373
594,32704,1.8543768194070083
595,32689,1.8417605863192184
596,5238,1.8543768194070083
597,5253,1.8582232383001611
598,1024,1.8706105769230768
599,1017,1.8339078516902945
600,37869,2.1879149309361985
601,37890,1.8329214402618659
602,25563,1.9135449569976544
603,25549,1.8114501794093292
604,36855,1.9247338166752976
605,36851,1.8505137763371151
606,32022,2.001613653227801
607,32019,1.9634168564920271
608,33880,1.8254889071487261
609,33890,1.8254889071487261
610,2977,1.9877016712397109
611,2963,1.9112896659707723
612,10305,1.882360307773945
613,10280,2.2148250484183345
614,36553,1.89441581027668
615,36554,1.89441581027668
616,2303,1.8456614301191767
617,2296,1.8456614301191767
618,27310,1.93181897885508
619,27294,1.864438488340927
620,20861,1.8149801652892559
621,20861,1.8149801652892559
622,15765,1.9608638783269965
623,15744,1.8567827725437416
624,22123,2.0718077196305944
625,22129,1.8254932895097233
626,14122,1.9100308174458085
627,14106,1.8284768936286575
628,38517,1.8753883857218965
629,38484,1.8606618318560302
630,25283,1.8339214830970556
631,25248,1.9690837537840564
632,24948,1.8972575637990003
633,24947,1.8995522858644247
634,2605,1.8692424485431705
635,2624,1.8692424485431705
636,27492,1.9707721774193547
637,27495,1.981664496745118
638,11626,2.024641951219512
639,11616,1.822999451453648
640,35094,1.8204965668772317
641,35094,1.8829607427055701
642,3597,1.9101269260903628
643,3621,1.881088157195964
644,12165,1.996705210918114
645,12160,1.851061301647313
646,24955,1.8977995791688584
647,24955,1.8977995791688584
648,12371,1.8274889192886457
649,12373,1.8987187171398527
650,20554,1.8249978082191778
651,20591,1.8894836152219874
652,8944,1.9191467913743832
653,8965,2.0955782598553765
654,20228,1.8466881429344884
655,20225,2.049013455069678
656,17994,2.1709316466932975
657,17987,1.8913384371700106
658,15622,1.9456525965720135
659,15622,1.866439625167336
660,660,1.9146486064079187
661,658,1.8973396474611943
662,15998,1.9469565439672805
663,16006,1.8269912424740007
664,16409,2.02328076171875
665,16360,1.9564580579562785
666,13183,1.93382637815559
667,13173,1.830469270691068
668,32299,2.0420767374517377
669,32303,2.0600639465521353
670,37726,2.0286395716719396
671,37722,2.0286395716719396
672,12932,1.8264965781549414
673,12927,1.837893362350381
674,10002,1.8955765077692914
675,10006,2.0074792899408282
676,14313,1.89696
677,14346,1.9277435367114788
678,10797,1.8119205298013246
679,10859,1.8214965687620095
680,18716,1.8802125398512222
681,18720,1.8802125398512222
682,18748,1.8997204414083029
683,18767,1.8174767537826686
684,3499,1.9299643687064292
685,3483,1.8249994520547947
686,11633,2.037653436592449
687,11624,1.822999451453648
688,16038,1.8664867469879518
689,16065,1.89696
690,31897,1.9165526932084307
691,31895,1.9165526932084307
692,25532,2.073100118343195
693,25533,2.073100118343195
694,26738,1.8867633668607728
695,26705,1.8764472843450481
696,8763,1.9343888745815094
697,8658,2.1038013460199583
698,20472,1.8289863313285948
699,20437,1.9056716417910449
700,25183,1.9007221638655463
701,25199,1.9507015306122448
702,26697,1.8244998629761577
703,26689,1.8769763108863455
704,12883,2.1084008331404767
705,12895,1.8384008702746808
706,1095,2.046039007946063
707,1064,1.8299863387978144
708,5474,1.8467379534380073
709,5473,1.898882754994742
710,38959,1.8741402292721938
711,38918,1.8617449664429528
712,2505,1.8655772836860431
713,2509,2.1340122894856624
714,13668,1.841352158566386
715,13666,1.8506347920043222
716,15146,1.8349455040871934
717,15172,1.8583781603012373
718,13840,1.8760319573901465
719,13859,2.0518114203454894
720,19767,1.8164602257087805
721,19763,2.0830157609974123
722,11847,1.8559655265284138
723,11838,1.8593413978494626
724,10363,1.9716805240614765
725,10352,1.9716805240614765
726,35985,1.9463554987212277
727,35951,1.8274965800273597
728,11792,1.911224223440355
729,11797,1.8812134891131176
730,29146,1.9103160094019325
731,29159,1.8588599085775743
732,31808,1.8516063714902806
733,31801,2.0225262643537745
734,8408,1.977159718734304
735,8418,1.8299863387978144
736,18684,1.9288599483204136
737,18644,1.8403857647378432
738,19124,1.8314834834834834
739,19132,1.8314834834834834
740,3490,1.8249994520547947
741,3494,1.8249994520547947
742,19875,1.8521209176788123
743,19878,1.9873589615576637
744,6016,1.8374280272108845
745,6015,1.8775050558807875
746,5118,1.9633314763231198
747,5116,1.8892318265926515
748,20326,1.8379216539717083
749,20335,1.895268703898841
750,27214,1.8971178947368421
751,27206,1.8339651035986915
752,15923,1.9122264544743024
753,15974,1.9486661558109835
754,33031,1.9181071242849714
755,33046,1.8334693209708208
756,28734,1.9031009703645427
757,28719,1.8149333333333333
758,26862,1.8803336875664185
759,26831,1.8339651035986915
760,23979,1.8139206174200664
761,23976,1.8530919881305639
762,22804,1.925398757120663
763,22783,2.0690384615384616
764,19208,1.898119410836402
765,19208,1.8902330250990755
766,24759,2.038742801838858
767,24757,2.038742801838858
768,17995,2.1737654101995565
769,17997,1.912320375684842
770,3094,1.8199730769230769
771,3115,1.8458044420368365
772,19071,1.8164393063583815
773,19063,1.9036439433665444
774,20544,1.8531211222012407
775,20552,2.0348251273344653
776,24852,1.8294965837660564
777,24889,1.950540443990814
778,19571,1.8598968019349638
779,19591,1.868533832575555
780,20698,1.8675782713406472
781,20704,1.8690112299465238
782,33221,1.8506888168557536
783,33212,1.8511758034026464
784,5818,1.8284998632759093
785,5819,1.8284998632759093
786,23207,1.8676221568102758
787,23211,2.0853377203290244
788,25469,1.8189554700384831
789,25456,1.8189554700384831
790,20766,1.8289994532531437
791,20754,1.869534349104518
792,26988,1.9589029964448958
793,26986,1.8414010317675809
794,38285,1.8623424584004293
795,38290,1.8623424584004293
796,19364,1.8536353829557712
797,19356,1.8536353829557712
798,27065,1.8492500675858339
799,27067,1.863304721030043
800,19455,1.852175978407557
801,19443,1.850226425290462
802,27636,1.822986286341196
803,27641,1.8374508843537412
804,5816,1.9790835633626098
805,5812,1.855121530584748
806,12933,1.8264965781549414
807,12932,1.8264965781549414
808,4394,1.8369651605879151
809,4388,1.928746446110106
810,6553,2.0539525293694556
811,6545,1.8294998633506423
812,1178,1.857062718707941
813,1178,1.857062718707941
814,21236,1.9256121180735368
815,21226,1.9460035823950872
816,22116,2.232977209797657
817,22127,1.8254932895097233
818,22133,1.855121530584748
819,22142,1.885217276099629
820,1938,1.823986293859649
821,1950,1.8681439272338147
822,11485,1.9799257587158263
823,11488,1.8299994535519126
824,3812,1.8468245804006493
825,3814,1.858515868746638
826,33195,1.8771956348150118
827,33191,1.8771956348150118
828,28163,1.960482111139305
829,28167,1.9767127418949486
830,28165,1.9767127418949486
831,28160,2.745
832,28837,1.8502728992164281
833,28837,1.816399669694467
834,20766,1.9426153846153846
835,20822,1.9297494187548434
836,35969,1.8274965800273597
837,35971,1.9491954022988507
838,6535,1.897421052631579
839,6576,1.8424151967435551
840,32277,1.8628977730077814
841,32277,1.8628977730077814
842,32345,1.921666234103296
843,32345,1.921666234103296
844,36022,1.8628977730077814
845,35991,1.9491954022988507
846,5965,2.088852920478536
847,5968,1.8604836109618483
848,33892,1.8254889071487261
849,33913,1.8478246753246754
850,19218,1.8997371879106442
851,19222,1.890903328050713
852,16004,1.8942378064856313
853,16011,1.8942378064856313
854,24592,1.8928385224274404
855,24585,1.840945681694731
856,38950,1.8933051965180692
857,38987,1.8439083514099786
858,29565,1.8354889675837647
859,29568,1.8853381028086909
860,11494,2.0121176181102363
861,11487,1.8299994535519126
862,37415,1.8638980960042904
863,37402,1.8585782678859601
864,32240,1.900275880189175
865,32244,1.8998128777923782
866,27604,2.0266043902439024
867,27595,1.8933051965180692
868,2494,1.8389651984774336
869,2500,1.868707140946777
870,12374,1.903588775242591
871,12371,1.8863389830508475
872,24825,1.8725807312516678
873,24804,1.9268240165631467
874,33249,1.9371031643941345
875,33240,2.0123149606299213
876,39471,1.9173312516263334
877,39474,1.9218645211523488
878,16232,1.8508049702863318
879,16227,1.8508049702863318
880,20160,1.9858879999999999
881,20169,1.8194141247595492
882,16814,1.8239649122807018
883,16815,1.9173312516263334
884,4671,1.8229555677454745
885,4679,1.8740138666666666
886,27498,1.9529502931430027
887,27496,1.87924913586812
888,19670,1.9393216855087358
889,19672,1.8532506069598058
890,17917,1.9825250501002005
891,17906,1.9825250501002005
892,4278,1.8952389986824771
893,4265,2.0596864244741875
894,5890,2.0816218764733616
895,5864,1.8512946259789358
896,23033,1.8740138666666666
897,23005,1.8488436992969173
898,10136,1.8677869949157078
899,10134,1.8677869949157078
900,6278,1.9954819786229183
901,6266,1.8163677401596476
902,32493,1.8863977754237287
903,32488,1.8863977754237287
904,27729,1.9686577418540034
905,27722,1.905051886792453
906,1675,1.9561328244274812
907,1688,1.8586363636363636
908,31541,1.8188922484881802
909,31537,1.852784133837021
910,33840,1.89390664556962
911,33833,1.89390664556962
912,6368,1.9630658895083628
913,6370,1.840965236284628
914,34571,1.83947703180212
915,34603,1.8990323428871945
916,32683,1.8625169082125603
917,32692,1.8605787211176783
918,1274,1.8532732667925544
919,1263,1.8259731653888278
920,10550,1.926026411185914
921,10581,1.840469437652812
922,23188,2.090805907172996
923,23211,1.8304965856323407
924,32426,1.8508249594813615
925,32425,1.823955592105263
926,21391,2.0010401387512387
927,21382,1.9165134079666755
928,13843,2.0568577586206898
929,13769,1.944304381245196
930,23928,1.8249649315068492
931,23928,1.8249649315068492
932,22253,1.8868689436060366
933,22269,1.8581501210653752
934,27504,1.9887408886669997
935,27509,1.8449344173441735
936,23026,1.8329994544462629
937,23009,1.8269731800766285
938,20474,1.8404770442814453
939,20479,1.9553951120162933
940,37605,1.9858014503625907
941,37595,1.8712286324786325
942,19730,1.9023538057742784
943,19733,1.9023538057742784
944,3417,1.8269731800766285
945,3425,1.843945770065076
946,21076,1.891630314232902
947,21075,1.891630314232902
948,36206,1.8788744680851066
949,36203,1.8562273094532724
950,34677,1.9536493374108055
951,34627,1.8995688748685593
952,28360,1.9270289855072462
953,28382,1.9023538057742784
954,5087,1.8817764206054168
955,5065,2.2970234454638123
956,22113,2.0801864966949952
957,22080,2.0063512845849805
958,31235,2.066559523809524
959,31237,2.013716182980817
960,8430,1.8552735111829695
961,8423,1.8513529570618417
962,16593,1.8449457994579945
963,16544,1.8722290443139347
964,22193,1.8484014065458478
965,22222,2.0120851797144264
966,27362,1.939668550873587
967,27380,1.8717489986648863
968,4044,1.8616084854994632
969,4018,1.9762248490945675
970,1055,1.8645174262734585
971,1056,1.8244395724856126
972,14025,1.9680919888804649
973,14106,1.8284768936286575
974,7343,1.8606367544331004
975,7350,1.902891629493571
976,14070,1.8384933369594778
977,14044,1.8284768936286575
978,19199,1.9029651010233535
979,19197,1.8314889434889436
980,26167,2.2009565786602665
981,26166,1.963919939194325
982,6874,1.9222486374253827
983,6916,1.8851481579644849
984,13339,2.028862783329271
985,13323,2.028862783329271
986,19473,1.8494014598540145
987,19480,1.8818268720127458
988,29384,1.8203680307607801
989,29374,1.8234143131340828
990,1485,1.9660809716599192
991,1496,2.038813953488372
992,1366,1.8498940540540543
993,1371,1.8498940540540543
994,24692,1.8489085992428342
995,24692,1.939336931380108
996,33260,1.833997818974918
997,33266,2.0224301443601664
998,37375,1.8533531157270031
999,37410,2.042196808510638
1000,12269,1.89977865404837
1001,12261,1.9743933518005539
1002,23282,1.867968959058068
1003,23307,2.094884885353299
1004,19134,1.8444695039306045
1005,19128,1.8444695039306045
1006,39391,1.9118229765013055
1007,39389,1.8723080619327284
1008,11648,1.9722506303580434
1009,11664,1.89977865404837
1010,22285,1.86020317119054
1011,22278,1.86020317119054
1012,9223,1.852370310391363
1013,9175,1.990503367423298
1014,13169,1.8885693121693121
1015,13152,1.8538619201725999
1016,24242,1.827945295404814
1017,24250,1.827945295404814
